task_id	tag	name	cpus	status	exit	duration	realtime	%cpu	rss
39	M. tuberculosis H37Rv > SRR1200797	ACE (M. tuberculosis H37Rv > SRR1200797)	16	COMPLETED	0	13m 25s	12m	1922.3%	817.6 MB
43	M. tuberculosis H37Rv > SRR1200797	EvalECReads (M. tuberculosis H37Rv > SRR1200797)	16	COMPLETED	0	14.8s	3.9s	211.1%	108.6 MB
44	M. tuberculosis H37Rv > SRR1200797	EvalECBases (M. tuberculosis H37Rv > SRR1200797)	16	COMPLETED	0	34.8s	23.5s	1594.9%	634.3 MB
42	S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1203044	ACE (S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1203044)	16	COMPLETED	0	21m 25s	21m 14s	1878.2%	1.8 GB
46	S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1203044	EvalECReads (S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1203044)	16	COMPLETED	0	6m 43s	4.8s	189.6%	122.3 MB
47	S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1203044	EvalECBases (S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1203044)	16	COMPLETED	0	6m 48s	24.6s	1600.0%	654.7 MB
45	S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1206093	ACE (S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1206093)	16	COMPLETED	0	30m 33s	24m 8s	1834.8%	2.6 GB
49	S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1206093	EvalECReads (S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1206093)	16	COMPLETED	0	1m 15s	5.1s	205.0%	122.3 MB
50	S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1206093	EvalECBases (S. enterica subsp. enterica serovar Heidelberg str. SL476 > SRR1206093)	16	COMPLETED	0	1m 35s	24.3s	1600.0%	650 MB
48	L. monocytogenes FSL R2-561 > SRR1198952	ACE (L. monocytogenes FSL R2-561 > SRR1198952)	16	COMPLETED	0	23m 5s	21m 52s	1945.1%	2.1 GB
52	L. monocytogenes FSL R2-561 > SRR1198952	EvalECReads (L. monocytogenes FSL R2-561 > SRR1198952)	16	COMPLETED	0	2m	5.3s	127.2%	74.3 MB
53	L. monocytogenes FSL R2-561 > SRR1198952	EvalECBases (L. monocytogenes FSL R2-561 > SRR1198952)	16	COMPLETED	0	2m 25s	30.9s	1604.1%	605.5 MB
51	P. syringae pv. syringae B728a > SRR1119292	ACE (P. syringae pv. syringae B728a > SRR1119292)	16	COMPLETED	0	34m 30s	32m 31s	1680.0%	2.9 GB
55	P. syringae pv. syringae B728a > SRR1119292	EvalECReads (P. syringae pv. syringae B728a > SRR1119292)	16	COMPLETED	0	1m 55s	6.8s	240.5%	822 MB
56	P. syringae pv. syringae B728a > SRR1119292	EvalECBases (P. syringae pv. syringae B728a > SRR1119292)	16	COMPLETED	0	2m 20s	38.2s	1603.7%	671.2 MB
54	B. dentium Bd1 > SRR1151311	ACE (B. dentium Bd1 > SRR1151311)	16	COMPLETED	0	43m 5s	41m 18s	1769.4%	1.8 GB
58	B. dentium Bd1 > SRR1151311	EvalECReads (B. dentium Bd1 > SRR1151311)	16	COMPLETED	0	6m 49s	9.1s	276.9%	610.7 MB
59	B. dentium Bd1 > SRR1151311	EvalECBases (B. dentium Bd1 > SRR1151311)	16	COMPLETED	0	7m 9s	46.9s	1603.8%	600.2 MB
57	O. tsutsugamushi str. Boryong > SRR1202083	ACE (O. tsutsugamushi str. Boryong > SRR1202083)	16	FAILED	139	43m 54s	37m 29s	1677.9%	13.7 GB
